,Date,Time,Ozone,Status,Nitric oxide,Status.1,Nitrogen dioxide,Status.2,Nitrogen oxides as nitrogen dioxide,Status.3,PM10 particulate matter,Status.4,PM2.5 particulate matter,Status.5,Modelled Wind Direction,Status.6,Modelled Wind Speed,Status.7,Modelled Temperature,Status.8,Day,Timestamp(UTC),Timestamp(UTS),Timestamp(Local),95-NO2(ug/m3)-slotA,95-O3(ug/m3)-slotA,95-NO(ug/m3)-slotA,95-PM1(ug/m3)-slotA,95-PM2.5(ug/m3)-slotA,95-PM10(ug/m3)-slotA,95-NO2(ug/m3)-slotB,95-O3(ug/m3)-slotB,95-NO(ug/m3)-slotB,95-PM1(ug/m3)-slotB,95-PM2.5(ug/m3)-slotB,95-PM10(ug/m3)-slotB
24,2023-02-18,01:00:00,56.47831,P ugm-3,0.62365,P ugm-3,5.355,P ugm-3,6.31125,N ugm-3,5.5,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),253.5,N deg,7.3,N ms-1,10.4,N degC,Friday,2023-02-18T01:00:09+00:00,1676682009,2023-02-18T01:00:09+0000,8.39,9.42,0,5.7,5.89,9.38,9.05,31.75,0,0.71,1.97,3.86
25,2023-02-18,02:00:00,59.27229,P ugm-3,0.62365,P ugm-3,3.4425,P ugm-3,4.39875,N ugm-3,3.5,P ugm-3 (FIDAS),2.83,P ugm-3 (Ref.eq),260.5,N deg,6.9,N ms-1,10,N degC,Friday,2023-02-18T02:00:09+00:00,1676685609,2023-02-18T02:00:09+0000,9.34,14.52,0,0.71,2.48,5.07,4.61,38.8,0,0.71,1.69,3.05
26,2023-02-18,03:00:00,66.25724,P ugm-3,0.49892,P ugm-3,2.86875,P ugm-3,3.63375,N ugm-3,3.3,P ugm-3 (FIDAS),1.981,P ugm-3 (Ref.eq),260.1,N deg,6.6,N ms-1,10.1,N degC,Friday,2023-02-18T02:59:15+00:00,1676689155,2023-02-18T02:59:15+0000,1.04,22.27,1.06,0,1.71,3.03,0,42.65,2.08,2.14,3.23,5.58
27,2023-02-18,04:00:00,73.64133,P ugm-3,0.49892,P ugm-3,2.10375,P ugm-3,2.86875,N ugm-3,8.8,P ugm-3 (FIDAS),3.679,P ugm-3 (Ref.eq),260.2,N deg,7.4,N ms-1,10,N degC,Friday,2023-02-18T04:00:05+00:00,1676692805,2023-02-18T04:00:05+0000,7.39,14.87,0,1.43,3.26,5.57,9.6,35,0.29,0.71,1.7,3.04
28,2023-02-18,05:00:00,73.04262,P ugm-3,0.74838,P ugm-3,3.25125,P ugm-3,4.39875,N ugm-3,6.2,P ugm-3 (FIDAS),3.302,P ugm-3 (Ref.eq),264.5,N deg,7.4,N ms-1,10.2,N degC,Friday,2023-02-18T05:00:09+00:00,1676696409,2023-02-18T05:00:09+0000,11.19,21.37,0,0,1.74,3,10.45,44.2,1.93,0,1.16,2.46
29,2023-02-18,06:00:00,71.44606,P ugm-3,0.62365,P ugm-3,3.4425,P ugm-3,4.39875,N ugm-3,4.3,P ugm-3 (FIDAS),2.264,P ugm-3 (Ref.eq),267.8,N deg,6.8,N ms-1,10.4,N degC,Friday,2023-02-18T06:00:00+00:00,1676700000,2023-02-18T06:00:00+0000,12.79,16.77,0,0,1.71,3.68,14.35,37.2,0,0,1.01,2.63
30,2023-02-18,07:00:00,65.8581,P ugm-3,1.12257,P ugm-3,5.7375,P ugm-3,7.45875,N ugm-3,2.8,P ugm-3 (FIDAS),1.509,P ugm-3 (Ref.eq),270.4,N deg,5.7,N ms-1,10.3,N degC,Friday,2023-02-18T07:00:00+00:00,1676703600,2023-02-18T07:00:00+0000,16.79,15.57,0,0,1.06,2.57,16.5,42.8,0,0.71,1.5,3.23
31,2023-02-18,08:00:00,61.06842,P ugm-3,1.62149,P ugm-3,9.37125,P ugm-3,11.8575,N ugm-3,1.4,P ugm-3 (FIDAS),0.66,P ugm-3 (Ref.eq),250.1,N deg,2.9,N ms-1,9.2,N degC,Friday,2023-02-18T08:00:00+00:00,1676707200,2023-02-18T08:00:00+0000,17.69,8.62,5.29,0,1.07,2.56,18.7,30.9,3.54,0,1.14,2.48
32,2023-02-18,09:00:00,56.87745,P ugm-3,2.74406,P ugm-3,12.24,P ugm-3,16.4475,N ugm-3,1.5,P ugm-3 (FIDAS),0.66,P ugm-3 (Ref.eq),260.5,N deg,5,N ms-1,10.4,N degC,Friday,2023-02-18T09:00:06+00:00,1676710806,2023-02-18T09:00:06+0000,16.09,0,0,0,1.18,2.43,20.86,11.95,1.02,0,1.54,3.2
33,2023-02-18,10:00:00,52.88605,P ugm-3,4.49028,P ugm-3,13.57875,P ugm-3,20.46375,N ugm-3,2,P ugm-3 (FIDAS),0.943,P ugm-3 (Ref.eq),277.9,N deg,6,N ms-1,11.5,N degC,Friday,2023-02-18T10:00:38+00:00,1676714438,2023-02-18T10:00:38+0000,10.04,8.17,1.5,0,1.12,2.51,11.45,29.1,0,0,1.53,2.03
34,2023-02-18,11:00:00,56.47831,P ugm-3,4.36555,P ugm-3,12.43125,P ugm-3,19.125,N ugm-3,3.8,P ugm-3 (FIDAS),1.415,P ugm-3 (Ref.eq),281.7,N deg,5.9,N ms-1,11.8,N degC,Friday,2023-02-18T11:00:07+00:00,1676718007,2023-02-18T11:00:07+0000,0,9.82,0,0,1.47,2.11,0,30,0,0,1.68,1.86
35,2023-02-18,12:00:00,60.27014,P ugm-3,4.24082,P ugm-3,12.81375,P ugm-3,19.31625,N ugm-3,5.2,P ugm-3 (FIDAS),1.698,P ugm-3 (Ref.eq),280.1,N deg,5.7,N ms-1,12.3,N degC,Friday,2023-02-18T12:00:09+00:00,1676721609,2023-02-18T12:00:09+0000,4.24,6.17,0,0,2.25,2.5,11.4,29.4,0,0,1.62,1.93
36,2023-02-18,13:00:00,60.46971,P ugm-3,2.86879,P ugm-3,11.475,P ugm-3,15.87375,N ugm-3,4.1,P ugm-3 (FIDAS),1.604,P ugm-3 (Ref.eq),280.7,N deg,5.7,N ms-1,12.5,N degC,Friday,2023-02-18T13:00:10+00:00,1676725210,2023-02-18T13:00:10+0000,29.69,0,0,0,1.59,1.96,39.46,5.35,0,1.43,3.49,3.79
37,2023-02-18,14:00:00,62.26584,P ugm-3,3.7419,P ugm-3,10.13625,P ugm-3,15.87375,N ugm-3,10.2,P ugm-3 (FIDAS),2.075,P ugm-3 (Ref.eq),277.4,N deg,3.8,N ms-1,11.2,N degC,Friday,2023-02-18T14:00:03+00:00,1676728803,2023-02-18T14:00:03+0000,0,1.87,0,1.43,3.42,3.84,0,30.55,0,0,1.86,2.05
38,2023-02-18,15:00:00,64.86025,P ugm-3,2.86879,P ugm-3,10.71,P ugm-3,15.10875,N ugm-3,9.9,P ugm-3 (FIDAS),2.453,P ugm-3 (Ref.eq),276.6,N deg,5.2,N ms-1,10.2,N degC,Friday,2023-02-18T15:00:04+00:00,1676732404,2023-02-18T15:00:04+0000,6.64,21.02,0,0.71,3.4,3.86,10.65,41.9,0,0.71,2.77,3.21
39,2023-02-18,16:00:00,62.66498,P ugm-3,3.61717,P ugm-3,12.24,P ugm-3,17.78625,N ugm-3,9.3,P ugm-3 (FIDAS),2.736,P ugm-3 (Ref.eq),281.5,N deg,4.8,N ms-1,9.2,N degC,Friday,2023-02-18T16:00:00+00:00,1676736000,2023-02-18T16:00:00+0000,20.54,4.77,0,0.71,2.76,4.66,25.66,21.25,0,0,1.67,1.88
40,2023-02-18,17:00:00,62.66498,P ugm-3,3.61717,P ugm-3,12.81375,P ugm-3,18.36,N ugm-3,8.4,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),280.9,N deg,5,N ms-1,8.8,N degC,Friday,2023-02-18T17:00:01+00:00,1676739601,2023-02-18T17:00:01+0000,12.29,19.22,0,0,2.24,2.52,14.11,40.6,1.55,0.71,2.07,2.68
41,2023-02-18,18:00:00,60.86885,P ugm-3,3.61717,P ugm-3,14.535,P ugm-3,20.08125,N ugm-3,7.2,P ugm-3 (FIDAS),3.113,P ugm-3 (Ref.eq),285.4,N deg,5.1,N ms-1,8.5,N degC,Friday,2023-02-18T18:00:01+00:00,1676743201,2023-02-18T18:00:01+0000,30.74,0.27,1.02,0.71,2.63,4.03,32.05,16.5,1.48,0.71,2.45,3.47
42,2023-02-18,19:00:00,56.67788,P ugm-3,3.11825,P ugm-3,17.2125,P ugm-3,21.99375,N ugm-3,6.7,P ugm-3 (FIDAS),3.113,P ugm-3 (Ref.eq),291.7,N deg,5.4,N ms-1,8.3,N degC,Friday,2023-02-18T19:00:01+00:00,1676746801,2023-02-18T19:00:01+0000,18.14,9.17,2.74,0.71,3.02,4.1,22.1,27.7,0,0.71,2.4,3.51
43,2023-02-18,20:00:00,54.28304,P ugm-3,3.7419,P ugm-3,15.10875,P ugm-3,20.84625,N ugm-3,7.2,P ugm-3 (FIDAS),3.774,P ugm-3 (Ref.eq),285.3,N deg,5.8,N ms-1,8.1,N degC,Friday,2023-02-18T20:00:09+00:00,1676750409,2023-02-18T20:00:09+0000,12.94,10.72,2.53,0.71,2.47,3.45,13.5,32.55,4.73,0,1.87,2.88
44,2023-02-18,21:00:00,53.48476,P ugm-3,2.86879,P ugm-3,14.72625,P ugm-3,19.125,N ugm-3,6.4,P ugm-3 (FIDAS),3.585,P ugm-3 (Ref.eq),275.5,N deg,5.9,N ms-1,7.5,N degC,Friday,2023-02-18T21:00:02+00:00,1676754002,2023-02-18T21:00:02+0000,12.99,11.92,0,0.71,2.44,4.16,16.25,25.3,0,0,1.87,3.54
45,2023-02-18,22:00:00,56.07917,P ugm-3,2.12041,P ugm-3,11.0925,P ugm-3,14.34375,N ugm-3,5.6,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),279.4,N deg,6.1,N ms-1,7.7,N degC,Friday,2023-02-18T22:00:05+00:00,1676757605,2023-02-18T22:00:05+0000,22.84,0,0,0,1.93,2.82,22.91,17.45,0,0,1.95,2.8
46,2023-02-18,23:00:00,55.68003,P ugm-3,1.74622,P ugm-3,11.0925,P ugm-3,13.77,N ugm-3,6.4,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),277.1,N deg,6.2,N ms-1,8.1,N degC,Friday,2023-02-18T23:00:01+00:00,1676761201,2023-02-18T23:00:01+0000,1.34,14.72,0,0.71,2.49,4.81,3.5,37.1,0,0.71,2.44,3.48
47,2023-02-18,24:00:00,60.07057,P ugm-3,1.37203,P ugm-3,7.2675,P ugm-3,9.37125,N ugm-3,8.6,P ugm-3 (FIDAS),3.679,P ugm-3 (Ref.eq),287.5,N deg,5.6,N ms-1,7.3,N degC,Saturday,2023-02-19T00:00:00+00:00,1676764800,2023-02-19T00:00:00+0000,6.74,15.37,7.93,0.71,2.51,4.11,8.6,34,1.27,0,1.4,2.18
48,2023-02-19,01:00:00,61.06842,P ugm-3,1.12257,P ugm-3,5.16375,P ugm-3,6.885,N ugm-3,7.6,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),292,N deg,5.4,N ms-1,8.3,N degC,Saturday,2023-02-19T01:00:00+00:00,1676768400,2023-02-19T01:00:00+0000,9.94,18.32,8.28,0.71,2.46,4.14,12.65,37.8,0,0,2.38,4.19
49,2023-02-19,02:00:00,65.65853,P ugm-3,0.74838,P ugm-3,2.86875,P ugm-3,4.01625,N ugm-3,5.9,P ugm-3 (FIDAS),2.642,P ugm-3 (Ref.eq),303.4,N deg,6.2,N ms-1,8.1,N degC,Saturday,2023-02-19T02:00:08+00:00,1676772008,2023-02-19T02:00:08+0000,6.14,19.67,0,0.71,1.95,2.8,7.95,39.3,0,1.43,2.71,4.3
50,2023-02-19,03:00:00,66.25724,P ugm-3,0.49892,P ugm-3,2.295,P ugm-3,3.06,N ugm-3,6.7,P ugm-3 (FIDAS),3.491,P ugm-3 (Ref.eq),306.8,N deg,6,N ms-1,7.9,N degC,Saturday,2023-02-19T03:00:04+00:00,1676775604,2023-02-19T03:00:04+0000,11.44,17.12,0.61,0.71,2.82,4.23,14.4,38.5,0,2.14,3.22,4.94
51,2023-02-19,04:00:00,66.05767,P ugm-3,0.62365,P ugm-3,2.295,P ugm-3,3.25125,N ugm-3,3.1,P ugm-3 (FIDAS),2.075,P ugm-3 (Ref.eq),305.7,N deg,4.9,N ms-1,6.7,N degC,Saturday,2023-02-19T04:00:02+00:00,1676779202,2023-02-19T04:00:02+0000,7.69,16.47,11.64,0.71,1.82,4.24,3.95,41.75,0,1.43,2.49,4.12
52,2023-02-19,05:00:00,72.44391,P ugm-3,0.62365,P ugm-3,1.72125,P ugm-3,2.6775,N ugm-3,6.2,P ugm-3 (FIDAS),2.925,P ugm-3 (Ref.eq),309,N deg,4.5,N ms-1,5.9,N degC,Saturday,2023-02-19T05:00:04+00:00,1676782804,2023-02-19T05:00:04+0000,2.14,16.82,25.02,0.71,2.51,4.11,0,43.25,0,0,1.43,2.14
53,2023-02-19,06:00:00,74.43961,P ugm-3,0.62365,P ugm-3,2.6775,P ugm-3,3.63375,N ugm-3,5.1,P ugm-3 (FIDAS),2.264,P ugm-3 (Ref.eq),308.4,N deg,4.2,N ms-1,5.2,N degC,Saturday,2023-02-19T06:00:03+00:00,1676786403,2023-02-19T06:00:03+0000,8.19,19.12,8.69,0,1.49,3.44,6.5,45.35,0,0,1.41,2.17
54,2023-02-19,07:00:00,70.84735,P ugm-3,0.37419,P ugm-3,3.63375,P ugm-3,4.2075,N ugm-3,7.1,P ugm-3 (FIDAS),2.83,P ugm-3 (Ref.eq),309.9,N deg,4,N ms-1,4.7,N degC,Saturday,2023-02-19T07:00:01+00:00,1676790001,2023-02-19T07:00:01+0000,10.09,14.52,4.57,0,1.97,4.14,7.7,40.85,5.33,1.43,2.86,4.21
55,2023-02-19,08:00:00,63.06412,P ugm-3,0.62365,P ugm-3,8.0325,P ugm-3,8.98875,N ugm-3,9.7,P ugm-3 (FIDAS),3.868,P ugm-3 (Ref.eq),299.8,N deg,3.2,N ms-1,4.4,N degC,Saturday,2023-02-19T08:00:04+00:00,1676793604,2023-02-19T08:00:04+0000,15.69,2.47,0,1.43,2.92,4.16,17.51,28.6,0,1.43,3.62,4.73
56,2023-02-19,09:00:00,54.88175,P ugm-3,1.99568,P ugm-3,12.04875,P ugm-3,15.10875,N ugm-3,9.1,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),305.9,N deg,3.6,N ms-1,5.8,N degC,Saturday,2023-02-19T09:00:01+00:00,1676797201,2023-02-19T09:00:01+0000,26.29,0,0,3.56,4.58,6.14,22.91,13.7,0,0.71,2.41,3.09
57,2023-02-19,10:00:00,60.07057,P ugm-3,1.99568,P ugm-3,9.37125,P ugm-3,12.43125,N ugm-3,10.4,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),310.6,N deg,4,N ms-1,7.1,N degC,Saturday,2023-02-19T10:00:05+00:00,1676800805,2023-02-19T10:00:05+0000,3.34,9.57,0,0.71,2.79,3.2,16.2,21.95,0.68,0,2.24,2.46
58,2023-02-19,11:00:00,64.46111,P ugm-3,2.61933,P ugm-3,8.7975,P ugm-3,12.81375,N ugm-3,10.5,P ugm-3 (FIDAS),4.057,P ugm-3 (Ref.eq),310.9,N deg,3.8,N ms-1,8.4,N degC,Saturday,2023-02-19T11:00:01+00:00,1676804401,2023-02-19T11:00:01+0000,0,8.47,0,0.71,3.1,3.42,0,27.2,0,1.43,3.36,3.69
59,2023-02-19,12:00:00,69.25079,P ugm-3,2.12041,P ugm-3,7.07625,P ugm-3,10.3275,N ugm-3,7.7,P ugm-3 (FIDAS),2.83,P ugm-3 (Ref.eq),295.4,N deg,3.9,N ms-1,9.4,N degC,Saturday,2023-02-19T12:00:03+00:00,1676808003,2023-02-19T12:00:03+0000,0,10.62,0,1.43,3.32,3.65,8.75,36.95,0,1.43,3.92,4.31
60,2023-02-19,13:00:00,67.45466,P ugm-3,2.24514,P ugm-3,8.0325,P ugm-3,11.475,N ugm-3,6.6,P ugm-3 (FIDAS),2.736,P ugm-3 (Ref.eq),279.7,N deg,4.4,N ms-1,9.9,N degC,Saturday,2023-02-19T13:00:02+00:00,1676811602,2023-02-19T13:00:02+0000,15.49,9.47,0,1.43,3.8,4.38,10.15,34.05,0,2.85,4.6,5.05
61,2023-02-19,14:00:00,63.66283,P ugm-3,3.99136,P ugm-3,13.77,P ugm-3,19.89,N ugm-3,7.2,P ugm-3 (FIDAS),3.113,P ugm-3 (Ref.eq),265.2,N deg,4.1,N ms-1,10.5,N degC,Saturday,2023-02-19T14:00:24+00:00,1676815224,2023-02-19T14:00:24+0000,20.79,0,0,1.43,4.41,5.13,27.15,0.25,0,0.71,3.49,3.84
62,2023-02-19,15:00:00,63.26369,P ugm-3,3.61717,P ugm-3,14.535,P ugm-3,20.08125,N ugm-3,6.7,P ugm-3 (FIDAS),2.83,P ugm-3 (Ref.eq),256,N deg,4.3,N ms-1,10.9,N degC,Saturday,2023-02-19T15:00:01+00:00,1676818801,2023-02-19T15:00:01+0000,17.39,11.67,0,1.43,3.34,3.55,25.8,25.05,0,1.43,4.16,4.46
63,2023-02-19,16:00:00,64.06197,P ugm-3,1.99568,P ugm-3,10.71,P ugm-3,13.77,N ugm-3,7.7,P ugm-3 (FIDAS),3.302,P ugm-3 (Ref.eq),246.6,N deg,4.8,N ms-1,10.1,N degC,Saturday,2023-02-19T16:00:04+00:00,1676822404,2023-02-19T16:00:04+0000,27.64,13.52,0,2.14,4.16,5.23,33.65,30.05,0,2.14,3.4,4.59
64,2023-02-19,17:00:00,59.27229,P ugm-3,1.49676,P ugm-3,13.96125,P ugm-3,16.25625,N ugm-3,7.5,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),245.5,N deg,5,N ms-1,8.5,N degC,Saturday,2023-02-19T17:00:07+00:00,1676826007,2023-02-19T17:00:07+0000,27.39,6.87,0,2.14,3.95,5.31,35.5,21.5,0,0.71,2.83,3.17
65,2023-02-19,18:00:00,55.28089,P ugm-3,2.86879,P ugm-3,19.69875,P ugm-3,24.0975,N ugm-3,8,P ugm-3 (FIDAS),3.302,P ugm-3 (Ref.eq),248,N deg,5.5,N ms-1,7.5,N degC,Saturday,2023-02-19T18:00:04+00:00,1676829604,2023-02-19T18:00:04+0000,33.79,0,1.72,1.43,3.91,6.79,39.85,12.5,0,2.85,5.13,7.53
66,2023-02-19,19:00:00,49.8925,P ugm-3,1.87095,P ugm-3,19.89,P ugm-3,22.75875,N ugm-3,9,P ugm-3 (FIDAS),4.623,P ugm-3 (Ref.eq),250.5,N deg,5.6,N ms-1,6.7,N degC,Saturday,2023-02-19T19:00:05+00:00,1676833205,2023-02-19T19:00:05+0000,24.79,1.62,2.16,2.85,4.76,6.1,29.81,23.1,0.63,6.41,7.66,10.78
67,2023-02-19,20:00:00,40.31314,P ugm-3,1.74622,P ugm-3,21.8025,P ugm-3,24.48,N ugm-3,10.8,P ugm-3 (FIDAS),6.981,P ugm-3 (Ref.eq),253,N deg,5.5,N ms-1,6,N degC,Saturday,2023-02-19T20:00:05+00:00,1676836805,2023-02-19T20:00:05+0000,29.79,0,0,5.7,7.8,12.17,35.36,13.85,1.49,4.28,4.79,8.19
68,2023-02-19,21:00:00,50.09207,P ugm-3,0.99784,P ugm-3,13.3875,P ugm-3,14.9175,N ugm-3,8.1,P ugm-3 (FIDAS),5.66,P ugm-3 (Ref.eq),246.6,N deg,6,N ms-1,5.8,N degC,Saturday,2023-02-19T21:00:01+00:00,1676840401,2023-02-19T21:00:01+0000,14.04,12.67,6.26,3.56,4.38,7.53,17.25,30.05,1.78,4.28,4.68,7.53
69,2023-02-19,22:00:00,54.08347,P ugm-3,1.2473,P ugm-3,11.28375,P ugm-3,13.19625,N ugm-3,5.7,P ugm-3 (FIDAS),3.962,P ugm-3 (Ref.eq),244.2,N deg,6,N ms-1,5.4,N degC,Saturday,2023-02-19T22:00:01+00:00,1676844001,2023-02-19T22:00:01+0000,19.74,3.37,0,4.28,5.77,9.5,16.7,27.5,0,6.41,7.02,11.34
70,2023-02-19,23:00:00,53.08562,P ugm-3,0.62365,P ugm-3,8.98875,P ugm-3,9.945,N ugm-3,7.2,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),247.6,N deg,6,N ms-1,6.4,N degC,Saturday,2023-02-19T23:00:08+00:00,1676847608,2023-02-19T23:00:08+0000,12.44,11.42,2.71,5.7,7.58,11.38,16,30.75,0,5.7,6.39,9.39
71,2023-02-19,24:00:00,51.48906,P ugm-3,0.74838,P ugm-3,8.415,P ugm-3,9.5625,N ugm-3,8.6,P ugm-3 (FIDAS),6.604,P ugm-3 (Ref.eq),251.6,N deg,5.9,N ms-1,6.7,N degC,Sunday,2023-02-20T00:00:05+00:00,1676851205,2023-02-20T00:00:05+0000,15.64,11.72,0,4.99,5.98,10.67,16.25,30.3,0,4.99,5.75,8.74
72,2023-02-20,01:00:00,52.28734,P ugm-3,0.62365,P ugm-3,6.69375,P ugm-3,7.65,N ugm-3,6.8,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),246.5,N deg,5.2,N ms-1,6.8,N degC,Sunday,2023-02-20 01:00:07+00:00,1676854807,2023-02-20 01:00:07+00:00,16.84,6.57,11.19,4.28,4.37,6.92,16.8,30.5,0,2.85,4.19,6.94
73,2023-02-20,02:00:00,49.69293,P ugm-3,0.99784,P ugm-3,6.885,P ugm-3,8.415,N ugm-3,5.9,P ugm-3 (FIDAS),4.811,P ugm-3 (Ref.eq),254.7,N deg,6,N ms-1,7.1,N degC,Sunday,2023-02-20 02:00:06+00:00,1676858406,2023-02-20 02:00:06+00:00,11.14,13.62,0,4.28,5.24,8.73,12.3,37.8,0.34,2.14,2.75,5.18
74,2023-02-20,03:00:00,54.28304,P ugm-3,0.37419,P ugm-3,3.4425,P ugm-3,4.01625,N ugm-3,4.6,P ugm-3 (FIDAS),3.491,P ugm-3 (Ref.eq),263.8,N deg,6.8,N ms-1,8.3,N degC,Sunday,2023-02-20 03:00:06+00:00,1676862006,2023-02-20 03:00:06+00:00,13.24,9.67,0,2.14,2.81,5.15,7.6,33.8,5.89,0.71,2.26,4.6
75,2023-02-20,04:00:00,54.28304,P ugm-3,0.37419,P ugm-3,3.06,P ugm-3,3.63375,N ugm-3,2.6,P ugm-3 (FIDAS),2.075,P ugm-3 (Ref.eq),267.4,N deg,6.7,N ms-1,8.7,N degC,Sunday,2023-02-20 04:00:04+00:00,1676865604,2023-02-20 04:00:04+00:00,6.14,11.57,0,1.43,2.79,6.94,4.41,38.05,0,1.43,2.27,4.59
76,2023-02-20,05:00:00,50.09207,P ugm-3,0.74838,P ugm-3,5.355,P ugm-3,6.5025,N ugm-3,2.4,P ugm-3 (FIDAS),1.887,P ugm-3 (Ref.eq),265.5,N deg,6.7,N ms-1,8.9,N degC,Sunday,2023-02-20 05:00:07+00:00,1676869207,2023-02-20 05:00:07+00:00,8.14,3.82,0,0.71,2.35,5.14,9.3,29.5,1.02,2.85,3.23,5.76
77,2023-02-20,06:00:00,49.8925,P ugm-3,0.74838,P ugm-3,6.31125,P ugm-3,7.45875,N ugm-3,2,P ugm-3 (FIDAS),1.604,P ugm-3 (Ref.eq),267.8,N deg,6.3,N ms-1,9.1,N degC,Sunday,2023-02-20 06:00:07+00:00,1676872807,2023-02-20 06:00:07+00:00,12.74,0,0,2.14,3.3,6.34,9.1,28.3,0,0,1.8,4
78,2023-02-20,07:00:00,43.50626,P ugm-3,1.37203,P ugm-3,13.77,P ugm-3,15.87375,N ugm-3,2.1,P ugm-3 (FIDAS),1.604,P ugm-3 (Ref.eq),269.2,N deg,6.3,N ms-1,9.2,N degC,Sunday,2023-02-20 07:00:05+00:00,1676876405,2023-02-20 07:00:05+00:00,16.94,0,2.27,1.43,2.8,5.75,9.8,25.9,0,0.71,1.33,3.4
